시설번호,시설유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,상세위치,안전센터명,보호틀유무,설치연도,출수압력,관할기관명,관할기관전화번호,데이터기준일자,제공기관코드,제공기관명
덕수4호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 덕수리 2124-1,제주특별자치도 서귀포시 안덕면 덕수리 2144-6,33.2587443359,126.3044546831,덕수교회맞은편,안덕119안전센터,Y,2004,3.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
덕수3호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 덕수서로 22,제주특별자치도 서귀포시 안덕면 덕수리2421-3,33.2523258669,126.3042980519,덕수초등학교 북측50m,안덕119안전센터,Y,1996,3.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
덕수2호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 덕수서로 47,제주특별자치도 서귀포시 안덕면 덕수리3004,33.254599332,126.3045159053,덕수 서부락 삼거리 슈퍼 앞,안덕119안전센터,Y,1990,2.5,서부소방서,064-795-0182,2024-02-07,1661000,소방청
덕수1호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 덕수회관로 67,제주특별자치도 서귀포시 안덕면 덕수리763-4,33.2542609342,126.3095762669,덕수동부락 삼거리,안덕119안전센터,Y,1993,2.5,서부소방서,064-795-0182,2024-02-07,1661000,소방청
서광 3호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 중산간서로 1882,제주특별자치도 서귀포시 안덕면 서광리 716-4,33.2892347025,126.3220060896,서광주유소 서측 120m,안덕119안전센터,Y,2004,4.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
서광 2호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 중산간서로 1814,제주특별자치도 서귀포시 안덕면 서광리 283-2,33.2871810168,126.3287339137,서광동리 보건지소 맞은편,안덕119안전센터,Y,2001,4.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
서광 1호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 중산간서로 1789,제주특별자치도 서귀포시 안덕면 서광리 75-6,33.2860451391,126.3311202028,서광동리 경로당 앞,안덕119안전센터,Y,1997,6.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
동광 8호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 신화역사로 443,제주특별자치도 서귀포시 안덕면 동광리 1390-8,33.3099501649,126.3341931,마마뜰 노블레스 서측,안덕119안전센터,Y,2019,6.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
동광 7호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 동광로 214,제주특별자치도 서귀포시 안덕면 동광리 886,33.3143857369,126.3448192252,제주서커스월드 입구,안덕119안전센터,Y,2018,7.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
동광 6호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 평화로 1078,제주특별자치도 서귀포시 안덕면 동광리 산 32-2,33.324807446,126.3527368022,구 한라승마장 북측,안덕119안전센터,Y,2013,2.5,서부소방서,064-795-0182,2024-02-07,1661000,소방청
동광 5호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 신화역사로 581,제주특별자치도 서귀포시 안덕면 동광리 468-2,33.3106606143,126.3497031588,석교동 버스정류소 앞,안덕119안전센터,Y,2020,5.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
동광 4호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 동광로 100번길 25-4,제주특별자치도 서귀포시 안덕면 동광리 1595-3,33.30407111,126.3394080436,문화마을 동측 주차장 앞,안덕119안전센터,N,2000,3.5,서부소방서,064-795-0182,2024-02-07,1661000,소방청
동광 3호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 동광로 100번길 12,제주특별자치도 서귀포시 안덕면 동광리 1590-2,33.3048587595,126.3382439575,동광해바른작은도서관 옆,안덕119안전센터,Y,2000,4.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
동광 2호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 동광본동로 14-13,제주특별자치도 서귀포시 안덕면 동광리 996-1,33.30698111,126.3389091,구 동광분교 북측 100m,안덕119안전센터,Y,1990,5.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
동광 1호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 신화역사로 695,제주특별자치도 서귀포시 안덕면 동광리 74-20,33.3136266883,126.3603950773,메리제이 펜션,안덕119안전센터,Y,2000,3.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
화순11호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 화순로 214,제주특별자치도 서귀포시 안덕면 화순리 2074,33.2479627383,126.3236436036,사계바당 앞,안덕119안전센터,Y,2023,3.5,서부소방서,064-795-0182,2024-02-07,1661000,소방청
화순10호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 화순서서로 2,제주특별자치도 서귀포시 안덕면 화순리 1160-10,33.2512032213,126.3308578235,안덕119센터 전정,안덕119안전센터,Y,2022,9.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
화순 9호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 화순로 156,제주특별자치도 서귀포시 안덕면 화순리 1052-20,33.246722039,126.3296914778,화순 연합중기 앞,안덕119안전센터,Y,2018,6.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
화순 8호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 화순해안로 106번길 3,제주특별자치도 서귀포시 안덕면 화순리 645-10,33.2385671388,126.3367134388,구 해양경찰파출소 맞은편,안덕119안전센터,Y,2010,6.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
화순7호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 화순서서로 44,제주특별자치도 서귀포시 안덕면 화순리 1963,33.2550531789,126.330650983,산방도서관 입구,안덕119안전센터,Y,2020,6.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
화순 6호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 화순로 139,제주특별자치도 서귀포시 안덕면 화순리 1056-10,33.2460665559,126.3316871,화순육거리,안덕119안전센터,Y,1993,3.5,서부소방서,064-795-0182,2024-02-07,1661000,소방청
화순 5호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 화순로 109,제주특별자치도 서귀포시 안덕면 화순리 1069-1,33.24639811,126.3346161,화순우체국 앞,안덕119안전센터,Y,1993,3.5,서부소방서,064-795-0182,2024-02-07,1661000,소방청
화순4호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 화순중앙로 117,제주특별자치도 서귀포시 안덕면 화순리 804-1,33.2417610324,126.3355811,현대민박 북측,안덕119안전센터,Y,2010,3.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
화순3호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 화순중앙로 59,제주특별자치도 서귀포시 안덕면 화순리 318-24,33.24708511,126.3359461,수협 안덕지점 앞,안덕119안전센터,Y,1996,4.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
화순2호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 화순중앙로 24,제주특별자치도 서귀포시 안덕면 화순리 1128-4,33.2499718996,126.3348945136,안덕초등학교 서측,안덕119안전센터,Y,1995,4.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
화순1호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 일주서로 1723,제주특별자치도 서귀포시 안덕면 화순리 1236-5,33.25120311,126.3336541774,화순리 교차로 CU남측,안덕119안전센터,Y,1995,5.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
대평2호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 대평감산로 8,제주특별자치도 서귀포시 안덕면 창천리 876-1,33.23548111,126.3669462006,용왕난드르 식당 앞,안덕119안전센터,Y,1990,5.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
대평1호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 대평감산로 43,제주특별자치도 서귀포시 안덕면 창천리 890-1,33.23835111,126.3658899385,대평리 복지회관 앞,안덕119안전센터,N,1990,5.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
감산3호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 일주서로 1611,제주특별자치도 서귀포시 안덕면 감산리 1733-2,33.2548469661,126.3465836836,건강과 성박물관 앞,안덕119안전센터,Y,2011,5.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
감산2호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 일주서로 1526,제주특별자치도 서귀포시 안덕면 감산리 360-3,33.2583311697,126.3527723363,안덕계곡 삼거리 GS25 앞,안덕119안전센터,Y,1993,5.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
감산1호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 일주서로1448번길 3,제주특별자치도 서귀포시 안덕면 감산리 126-1,33.2602803643,126.3568713884,감산주유소 삼거리 북측도로,안덕119안전센터,Y,2001,5.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
창천 2호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 창천중앙로 24,제주특별자치도 서귀포시 안덕면 창천리 160-6,33.26445411,126.3707549971,춘심이네 앞,안덕119안전센터,Y,2005,6.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
창천 1호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 창천중앙로 60,제주특별자치도 서귀포시 안덕면 창천리 108-3,33.2677492095,126.3698027048,감협선과장 앞,안덕119안전센터,Y,2020,6.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
상창 3호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 중산간서로 1610,제주특별자치도 서귀포시 안덕면 상창리 2068-7,33.2829423761,126.3490104097,세계자동차박물관 입구,안덕119안전센터,Y,2008,6.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
상창 2호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 한창로145번길 11-1,제주특별자치도 서귀포시 안덕면 상창리 2885,33.2744182504,126.3626163955,상천리 과적검문소 남측 100m,안덕119안전센터,Y,2004,3.5,서부소방서,064-795-0182,2024-02-07,1661000,소방청
상창 1호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 한창로 136,제주특별자치도 서귀포시 안덕면 상창리 622-2,33.2747086056,126.3630454569,상천리 보건진료소 맞은편,안덕119안전센터,Y,2020,5.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
상천 1호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 상천로 1,제주특별자치도 서귀포시 안덕면 상천리 470-5,33.3071627257,126.38110848,상천리 저온저장고 앞,안덕119안전센터,Y,1994,5.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
광평1호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 상천리 471-11,제주특별자치도 서귀포시 안덕면 광평리 205-3,33.32927116,126.3823130606,광평마을회관 동측 80m,안덕119안전센터,Y,2006,3.0,서부소방서,064-795-0182,2024-02-07,1661000,소방청
한원-2호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 한원복1길12,제주특별자치도 제주시 한경면 두모리 599-3,33.3405277872,126.2016544358,한원리 복호동 사거리,한경119안전센터,Y,2019,2.8,서부소방서,064-773-0119,2024-02-07,1661000,소방청
한원-1호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 용금로144,제주특별자치도 제주시 한경면 두모리 1385-2,33.3354009551,126.1969114992,한원리 사무소 앞,한경119안전센터,Y,2015,3.4,서부소방서,064-773-0119,2024-02-07,1661000,소방청
판포-4호,1,제주특별자치도,제주시,50110,,제주특별자치도 제주시 한경면 판포리 873-5,33.3564455654,126.2112971886,한백산업 골목 입구,한경119안전센터,Y,2015,4.3,서부소방서,064-773-0119,2024-02-07,1661000,소방청
판포-3호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 판포4길85,제주특별자치도 제주시 한경면 판포리 1984-1,33.3618238218,126.2076781141,판포리 노인회관 동측,한경119안전센터,Y,2015,4.4,서부소방서,064-773-0119,2024-02-07,1661000,소방청
판포-2호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 판포중길29,제주특별자치도 제주시 한경면 판포리 2573,33.3599838911,126.2023811,판포리 중동회관 옆,한경119안전센터,Y,1995,3.3,서부소방서,064-773-0119,2024-02-07,1661000,소방청
판포-1호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 판포1길7,제주특별자치도 제주시 한경면 판포리 1905,33.3649302529,126.1984928903,판포리 신명동 입구,한경119안전센터,Y,1994,2.6,서부소방서,064-773-0119,2024-02-07,1661000,소방청
조수-5호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 용금로440,제주특별자치도 제주시 한경면 조수리 1365-5,33.3351301066,126.2268762317,"구,조수초등교 인근",한경119안전센터,Y,1997,2.7,서부소방서,064-773-0119,2024-02-07,1661000,소방청
조수-4호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 홍수암로445,제주특별자치도 제주시 한경면 조수리 787,33.3478622833,126.2311222725,조수리 은진농장 옆,한경119안전센터,Y,2013,2.7,서부소방서,064-773-0119,2024-02-07,1661000,소방청
조수-3호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 불그못로65,제주특별자치도 제주시 한경면 조수리 4007-18,33.2955770801,126.2168554392,조수2리 복지회관 앞,한경119안전센터,Y,1997,5.4,서부소방서,064-773-0119,2024-02-07,1661000,소방청
조수-2호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 홍수암로558,제주특별자치도 제주시 한경면 조수리 437-3,33.3378554558,126.227601787,조수리사무소 동측 삼거리,한경119안전센터,Y,1994,2.7,서부소방서,064-773-0119,2024-02-07,1661000,소방청
조수-1호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 용금로459,제주특별자치도 제주시 한경면 조수리 317-8,33.3359773901,126.2289589542,한경농협조수지소 앞,한경119안전센터,Y,2008,2.7,서부소방서,064-773-0119,2024-02-07,1661000,소방청
저지-8호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 저지12길69,제주특별자치도 제주시 한경면 저지리 2114-14,33.3387847531,126.2636909521,성전동 버스정류소 삼거리,한경119안전센터,Y,2008,2.7,서부소방서,064-773-0119,2024-02-07,1661000,소방청
저지-7호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 용금로864,제주특별자치도 제주시 한경면 저지리 2120-91,33.3372284167,126.2685129007,방림원 기사대기실 입구,한경119안전센터,Y,2006,2.7,서부소방서,064-773-0119,2024-02-07,1661000,소방청
저지-6호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 중산간서로3604,제주특별자치도 제주시 한경면 저지리 1522-7,33.3265095811,126.25355596,저청중앙교회 옆,한경119안전센터,Y,2006,2.7,서부소방서,064-773-0119,2024-02-07,1661000,소방청
저지-5호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 녹차분재로510,제주특별자치도 제주시 한경면 저지리 3004-1,33.317554259,126.2699418867,명리동회관 앞,한경119안전센터,Y,1994,2.7,서부소방서,064-773-0119,2024-02-07,1661000,소방청
저지-4호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 중산간서로3644,제주특별자치도 제주시 한경면 저지리 1711-1,33.3297929127,126.2551831,저지오름휴게소 앞,한경119안전센터,Y,1995,2.7,서부소방서,064-773-0119,2024-02-07,1661000,소방청
저지-3호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 중산간서로3688,제주특별자치도 제주시 한경면 저지리 1791-3,33.3334667944,126.2568382948,저지농협앞,한경119안전센터,Y,1995,2.9,서부소방서,064-773-0119,2024-02-07,1661000,소방청
저지-2호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 저지12길4,제주특별자치도 제주시 한경면 저지리 산 13-24,33.3409496882,126.2576360106,저지리 성전동 입구,한경119안전센터,Y,2002,2.9,서부소방서,064-773-0119,2024-02-07,1661000,소방청
저지-1호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 용금로527,제주특별자치도 제주시 한경면 저지리 1196-5,33.3369964598,126.2359757793,저지리 수동정류소 앞,한경119안전센터,Y,1994,2.7,서부소방서,064-773-0119,2024-02-07,1661000,소방청
용수-4호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 용수3길36,제주특별자치도 제주시 한경면 용수리 4135-1,33.3246306402,126.1660078586,용수포구 삼거리,한경119안전센터,Y,2013,4.5,서부소방서,064-773-0119,2024-02-07,1661000,소방청
용수-3호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 용수1길75,제주특별자치도 제주시 한경면 용수리 4349-4,33.3221389139,126.1703304232,용수리사무소 앞,한경119안전센터,Y,2012,4.5,서부소방서,064-773-0119,2024-02-07,1661000,소방청
용수-2호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 용수길142,제주특별자치도 제주시 한경면 용수리 3533,33.3295758502,126.1732879235,구/용수초등학교 옆,한경119안전센터,Y,1995,4.6,서부소방서,064-773-0119,2024-02-07,1661000,소방청
용수-1호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 용수길42,제주특별자치도 제주시 한경면 용수리 4379-3,33.3228616319,126.1704581,용수리 주구동산,한경119안전센터,Y,2022,4.5,서부소방서,064-773-0119,2024-02-07,1661000,소방청
용당-2호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 용당길16,제주특별자치도 제주시 한경면 용수리 1119-1,33.33372211,126.1801623142,용당리사무소 뒤,한경119안전센터,Y,2019,4.3,서부소방서,064-773-0119,2024-02-07,1661000,소방청
용당-1호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 용금로3,제주특별자치도 제주시 한경면 용수리 1014,33.3340314365,126.1823606575,용당 연못 시계탑 뒤,한경119안전센터,Y,2019,2.4,서부소방서,064-773-0119,2024-02-07,1661000,소방청
신창-8호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 신창5길 7,제주특별자치도 제주시 한경면 신창리 352,33.349163416,126.1816412765,한경면 신창우체국 진입곤란지역 내,한경119안전센터,N,2023,2.1,서부소방서,064-773-0119,2024-02-07,1661000,소방청
신창-7호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 두신로 10,제주특별자치도 제주시 한경면 신창리 680-2,33.3440529802,126.1826871,구.한경의원 앞 버스정류소 옆,한경119안전센터,Y,2018,4.3,서부소방서,064-773-0119,2024-02-07,1661000,소방청
신창-6호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 신한로15,제주특별자치도 제주시 한경면 신창리 235-1,33.3499659962,126.1847640881,한경주유소 옆,한경119안전센터,Y,2018,4.4,서부소방서,064-773-0119,2024-02-07,1661000,소방청
신창-5호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 두신로71,제주특별자치도 제주시 한경면 신창리 327-1,33.3496210913,126.1824805092,한경우체국 옆,한경119안전센터,Y,2018,2.6,서부소방서,064-773-0119,2024-02-07,1661000,소방청
신창-4호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 일주서로4218,제주특별자치도 제주시 한경면 신창리 664-1,33.34269711,126.1828491049,한경119센터 앞,한경119안전센터,Y,2007,4.5,서부소방서,064-773-0119,2024-02-07,1661000,소방청
신창-3호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 성굴로41,제주특별자치도 제주시 한경면 신창리 940,33.3383018461,126.1850112334,신창리 신흥동 사거리,한경119안전센터,Y,2003,2.4,서부소방서,064-773-0119,2024-02-07,1661000,소방청
신창-2호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 두신로83,제주특별자치도 제주시 한경면 두모리 2866,33.350429397,126.183074227,한경면사무소 앞,한경119안전센터,Y,1995,2.7,서부소방서,064-773-0119,2024-02-07,1661000,소방청
신창-1호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 두신로60,제주특별자치도 제주시 한경면 신창리 395,33.3483931343,126.1827611,신창포구 입구 대로변,한경119안전센터,Y,2018,3.3,서부소방서,064-773-0119,2024-02-07,1661000,소방청
산양-2호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 중산간서로3340,제주특별자치도 제주시 한경면 낙천리 462-1,33.30824071,126.2390153,수룡동 입구,한경119안전센터,Y,2018,5.3,서부소방서,064-773-0119,2024-02-07,1661000,소방청
산양-1호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 연명로2,제주특별자치도 제주시 한경면 청수리 3260-1,33.2931859458,126.2331939274,산양웃뜨르 우리돼지 음식점 앞,한경119안전센터,Y,1994,3.4,서부소방서,064-773-0119,2024-02-07,1661000,소방청
두모-1호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 두신로113,제주특별자치도 제주시 한경면 두모리 2888,33.352858651,126.1845023876,두모리 보건소 앞,한경119안전센터,Y,2018,2.4,서부소방서,064-773-0119,2024-02-07,1661000,소방청
낙천-2호,1,제주특별자치도,제주시,50110,,제주특별자치도 제주시 한경면 낙천리 1743-1,33.3251186576,126.2277181,낙천리 공원 옆,한경119안전센터,Y,1996,2.7,서부소방서,064-773-0119,2024-02-07,1661000,소방청
낙천-1호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 낙수로117,제주특별자치도 제주시 한경면 낙천리 1927,33.3266221465,126.2275933027,낙천리사무소 옆,한경119안전센터,Y,1994,2.7,서부소방서,064-773-0119,2024-02-07,1661000,소방청
금등-2호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 금등대안1길19,제주특별자치도 제주시 한경면 금등리 220-1,33.3437124665,126.2110476987,금등리 수장동 창고 옆,한경119안전센터,Y,2000,2.7,서부소방서,064-773-0119,2024-02-07,1661000,소방청
금등-1호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 금등4길28,제주특별자치도 제주시 한경면 금등리 584-1,33.3604590479,126.1953499993,금등리 사무소 뒤,한경119안전센터,Y,1994,2.7,서부소방서,064-773-0119,2024-02-07,1661000,소방청
고산-12호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 고산남8길24,제주특별자치도 제주시 한경면 고산리 1662-2,33.30077331,126.1925658,새동삼거리,한경119안전센터,Y,2014,4.0,서부소방서,064-773-0119,2024-02-07,1661000,소방청
고산-11호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 고산로20,제주특별자치도 제주시 한경면 고산리 2199-1,33.3027912659,126.1797304618,고산리 대동기계 앞,한경119안전센터,Y,2013,4.9,서부소방서,064-773-0119,2024-02-07,1661000,소방청
고산-10호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 칠전로1,제주특별자치도 제주시 한경면 고산리 2865-1,33.30115871,126.1803071,고산육거리 고산성당 앞,한경119안전센터,Y,2007,4.9,서부소방서,064-773-0119,2024-02-07,1661000,소방청
고산-9호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 칠전로225-1,제주특별자치도 제주시 한경면 고산리 245-1,33.2956197955,126.203432488,전답동 입구,한경119안전센터,Y,1995,3.7,서부소방서,064-773-0119,2024-02-07,1661000,소방청
고산-8호,1,제주특별자치도,제주시,50110,,제주특별자치도 제주시 한경면 고산리 1719,33.2977063503,126.1949811344,칠전동 엄블랑음식점 앞,한경119안전센터,Y,1999,5.0,서부소방서,064-773-0119,2024-02-07,1661000,소방청
고산-7호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 고락로89,제주특별자치도 제주시 한경면 고산리 1942-2,33.3023512827,126.1889186914,고산2리 사무소 앞,한경119안전센터,Y,1995,4.6,서부소방서,064-773-0119,2024-02-07,1661000,소방청
고산-6호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 노을해안로930,제주특별자치도 제주시 한경면 고산리 3808-9,33.29105611,126.165019564,고산리 한장동 입구,한경119안전센터,Y,1994,3.2,서부소방서,064-773-0119,2024-02-07,1661000,소방청
고산-5호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 노을해안로 1174,제주특별자치도 제주시 한경면 고산리 3605-2,33.3081515775,126.1657366715,고산자구내 차귀낚시 앞,한경119안전센터,Y,1994,4.2,서부소방서,064-773-0119,2024-02-07,1661000,소방청
고산-4호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 고락로15,제주특별자치도 제주시 한경면 고산리 2234,33.30353161,126.1811814626,,한경119안전센터,Y,1998,4.2,서부소방서,064-773-0119,2024-02-07,1661000,소방청
고산-3호,1,제주특별자치도,제주시,50110,,제주특별자치도 제주시 한경면 고산리 2686-4,33.3036010823,126.1774604976,고산초등교 정문 앞,한경119안전센터,Y,2020,4.2,서부소방서,064-773-0119,2024-02-07,1661000,소방청
고산-2호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 고산로6길 2,제주특별자치도 제주시 한경면 고산리 2715,33.3060510456,126.179152446,늘푸른팰리스아파트 앞,한경119안전센터,Y,2019,4.2,서부소방서,064-773-0119,2024-02-07,1661000,소방청
고산-1호,1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 고산로70,제주특별자치도 제주시 한경면 고산리 2615-2,33.3071381084,126.1784717063,장군멍군 식당 앞,한경119안전센터,Y,1997,3.8,서부소방서,064-773-0119,2024-02-07,1661000,소방청
마라3호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 대정읍 마라로77번길 15,제주특별자치도 서귀포시 대정읍 가파리 627,33.1170657292,126.2673021,마라치안센터 앞,대정119안전센터,Y,2011,1.3,서부소방서,064-795-0130,2024-02-07,1661000,소방청
마라2호,1,제주특별자치도,서귀포시,50130,,제주특별자치도 서귀포시 대정읍 가파리 697,33.11838811,126.2665495606,gs25 앞,대정119안전센터,Y,2011,,서부소방서,064-795-0130,2024-02-07,1661000,소방청
마라1호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 대정읍 가파리 721,제주특별자치도 서귀포시 대정읍 가파리 721,33.117258703,126.2666861,,대정119안전센터,Y,2005,1.5,서부소방서,064-795-0130,2024-02-07,1661000,소방청
가파10호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 대정읍 가파리 15-2,제주특별자치도 서귀포시 대정읍 가파리 15-2,33.1682107563,126.2778517,배전반 앞,대정119안전센터,Y,2020,3.0,서부소방서,064-795-0130,2024-02-07,1661000,소방청
가파9호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 대정읍 가파로 48,제주특별자치도 서귀포시 대정읍 가파리 570-2,33.1649819008,126.2718769059,하동할망당 표지석 앞,대정119안전센터,Y,2020,2.3,서부소방서,064-795-0130,2024-02-07,1661000,소방청
가파8호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 대정읍 가파리 46-2,제주특별자치도 서귀포시 대정읍 가파리 46-2,33.1693862623,126.2735013488,내연발전소 입구,대정119안전센터,Y,2020,2.3,서부소방서,064-795-0130,2024-02-07,1661000,소방청
